LP,Symbol,MinSpread,MaxSpread,Count,TotalVolume
False,False,-169.6275071633519,998.7735389564084,2600,1973473480.5
False,True,-80.16939321190725,662.0891459050214,1399,1089759507.0
True,False,-16.053039241581367,625.2791424742759,211,189455319.5
True,True,-9.400439940442071,569.4892653588776,132,97480881.5
