LP,TradeQuantityUSD,SpreadPnLPM,DecayPM1s,SpreadPnLPM_Pct25,SpreadPnLPM_Pct50,SpreadPnLPM_Pct75,SpreadPnLPM_Pct90,SpreadPnLPM_Pct100
LP1,953438834.3050001,19.13657298801054,11.999712559833197,5.696220557646717,21.47129931415666,25.892649076905045,30.20973381918259,34.28943713873332
LP2,775150952.19,25.98150189539557,-8.050178605190979,8.634982039293927,17.13531760303379,25.78582295470852,30.865150158815055,65.43104730234158
LP3,690462451.4200001,14.589351719142542,-9.056673897499241,4.289799009095033,11.533364435676566,19.104168139469596,29.71150132216796,68.31534362624676
