Date,Symbol,ArrivalTime,OrderQuantity,RiskTransferCostBPS
2022-01-20,EURUSD,2022-01-20 11:38:48.725,10,0.35712015588405543
2022-01-20,EURUSD,2022-01-20 11:38:48.725,50,1.1826034830647865
2022-01-20,EURUSD,2022-01-20 11:38:48.725,100,1.9806221927873329
2022-01-20,EURUSD,2022-01-20 11:38:48.725,250,3.9161917217885214
2022-01-20,EURUSD,2022-01-20 11:38:48.725,500,6.5588308731198435
