,LP,HourArrive,NumRuns,TradeQuantityUSD,ArrivalMidPerfBPS,TWAPMidPerfBPS,RiskTransferPricePerfBPS
0,LP1,12,1,146450539.0,-4.236148228514702,-0.014436509182536028,0.4767289919848227
1,LP1,13,1,117844897.49999999,-2.5978430088748996,0.2414153939622743,1.4392360855742647
2,LP2,12,2,86374507.03,-16.593765145697926,-0.7008803294170132,-14.569469871155324
3,LP2,13,1,81148016.80000001,-2.76539056856426,0.2053039431582082,1.819276105767377
4,LP3,12,3,200913658.83499998,-8.822372236045036,2.2015859190047733,-5.278723501963611
5,LP3,13,1,49997339.324999996,0.09840188290348025,-0.5876629902701325,2.4468120129648026
6,TOTAL,TOTAL,9,682728958.4900001,-6.374166758420313,0.5791525964586896,-2.650553814624162
