DailyVolatilityPct,NumRuns,TradeQuantityUSD,ArrivalMidPerfBPS,TWAPMidPerfBPS,RiskTransferPricePerfBPS
4.196421287,27,2546003000,1.672160339,-0.188650704,6.455154956
4.756051166,17,2288191000,-1.387988231,-0.140157274,4.097772298
5.315681046,18,1258855473,0.058089758,-0.06690917,3.266033337
5.875310926,13,1396457628,-1.218567462,-0.452036947,5.191377426
6.434940806,35,2819911008,0.510021392,-0.220289274,5.933172031
