LP,Symbol,Side,TradeQuantityUSD,Price
LP_1,EURUSD,B,"[18178141.20267165, 26357315.391687836]",1.2052925916870705
LP_1,EURUSD,B,"[26357315.391687836, 34536489.58070402]",1.208850493954206
LP_1,EURUSD,B,"[42715663.76972021, 50894837.95873639]",1.196924212144912
LP_1,EURUSD,B,"[50894837.95873639, 59074012.14775258]",1.206446038338086
LP_1,EURUSD,B,"[59074012.14775258, 67253186.33676876]",1.2061495239197555
