LP,OutCome,TradeCcy,Side,TradeTime,ProductType,PriceShown,MissedByPIPS
LP_1,LOST,USD,S,2021-04-02 07:50:02.713,SPOT,110.4742337478378,293.46252162198994
LP_1,LOST,USD,S,2021-04-02 10:56:21.839,SPOT,110.4903882824101,35.0171758989859
LP_1,WON,USD,B,2021-04-02 14:43:28.672,SPOT,110.73368,0.0
LP_1,WON,USD,S,2021-04-02 15:14:59.836,SPOT,110.63787,-0.0
LP_1,WON,USD,S,2021-04-02 15:14:59.836,SPOT,110.66301,-0.0
