LP,TradeQuantityUSD,SpreadPnLPM,DecayPM1s
LP1,953438834.3050001,19.13657298801054,11.999712559833197
LP2,775150952.19,25.98150189539557,-8.050178605190979
LP3,690462451.4200001,14.589351719142542,-9.056673897499241
