Symbol,Side,TradeQuantityUSD,SpreadPnLPM,DecayPM1s,ExecVenue,LP,Mid0,Price,TotalVolume,AvgPrice
EURUSD,B,649184755.16,16.020909174740385,5.50548202429275,,,1.1627334968875331,1.1627521432462995,649184755.16,1.1662728346456699
EURUSD,S,487276874.855,29.4630337305296,-4.677792272970001,,,1.1634400234470768,1.1634056833765951,487276874.855,1.1639556666666666
USDJPY,B,108553000.0,60.26672698475493,-0.8483746291967552,,,110.9563434865918,110.96303046180208,108553000.0,110.96304555555557
USDJPY,S,118943000.0,8.75604819078755,-33.184235843533884,,,111.72766155637574,111.7266835084032,118943000.0,111.59936777777777
