Symbol,LP,Side,TradeQuantityUSD
AUDUSD,LP_1,S,3128243611.2232666
AUDUSD,LP_2,S,3381148068.2933784
AUDUSD,LP_3,S,2441984358.541228
AUDUSD,LP_4,S,2159730239.8398895
AUDUSD,LP_5,S,1208980151.6401448
