LP,Symbol,Side,TradeQuantityUSD,Price
LP_1,AUDUSD,B,357356021.58039725,0.7755316754153253
LP_1,AUDUSD,S,43451525.28316836,0.77151
LP_1,EURUSD,B,1041190827.6625099,1.2038174606947103
LP_1,EURUSD,S,476948906.0464601,1.2020865975839612
LP_1,GBPUSD,B,1818279994.6727371,1.4057393679325811
