LP,Symbol,Side,TradeQuantityUSD,Price
LP_1,EURUSD,B,10000000.0,1.205710994976655
LP_1,EURUSD,B,20000000.0,1.2061367214775127
LP_1,EURUSD,B,40000000.0,1.2003164651728435
LP_1,EURUSD,B,50000000.0,1.2064443219434267
LP_1,EURUSD,B,60000000.0,1.195639374859232
