LP,Symbol,Side,TradeQuantityUSD,Price,NumLPs,SecondBestPrice,BestBid,BestAsk,TotalVolume,wavgPrice
LP_1,AUDUSD,B,661696151.6383988,0.76768734651969,,,,,661696151.6383988,0.76768734651969
LP_1,AUDUSD,S,319042188.6490167,0.7633993991656446,,,,,319042188.6490167,0.7633993991656446
LP_1,EURUSD,B,1041190827.6625099,1.2038174606947103,,,,,1041190827.6625099,1.2038174606947103
LP_1,EURUSD,S,476948906.0464601,1.2020865975839612,,,,,476948906.0464601,1.2020865975839612
LP_1,GBPUSD,B,1818279994.6727371,1.4057393679325811,,,,,1818279994.6727371,1.4057393679325811
