LP,Symbol,Side,TradeQuantityUSD,MinPrice,MaxPrice,Price,Count,TotalVolume,AvgNumLPs
LP_1,EURUSD,B,32404900.240989447,1.18678,1.22152,1.2040123200011408,17,414399565.14651346,6.411764705882353
LP_1,EURUSD,B,60858418.317625046,1.17618,1.2261,1.202968723086096,24,1512818144.7760034,6.25
LP_1,EURUSD,B,89311936.39426064,1.18877,1.22051,1.2016058402671381,4,396272244.6617723,6.5
LP_1,EURUSD,B,117765454.47089624,1.18574,1.22162,1.2009737544200365,10,1210874542.848744,6.0
LP_1,EURUSD,B,146218972.54753184,1.19056,1.22578,1.208107780994712,11,1579238576.3120658,5.909090909090909
