LP,TradeQuantityUSD,SpreadPnLPM,DecayPM1s
LP1,649146639.97,20.417197217456696,-2.9602307027590933
LP2,642903763.0450001,26.236338785213086,-3.267951957801535
LP3,469126075.26500005,16.342666894004445,-2.610768157231258
