LP,TradeQuantityUSD,SpreadPnLPM,DecayPM1s
LP1,8995378.0,41.465739405318395,-2.2677101164310384e-11
LP2,12968166.5,19.807228480231224,6.19839086281132
LP3,19612964.0,9.73781912970607,7.5452721221484635
LP4,15870822.0,22.199363735756677,2.6540965892517385
LP5,33138409.0,28.11827155612093,1.654783338600553
