LP,Symbol,OrderStatus,TradeQuantityUSD,-5s,-1s,0,5s,10s,30s,1m,3m,5m
LP1masked,EURUSD,F,80294478.0,90.6832128166066,85.31781654624378,82.67069125229023,52.04973227546908,36.21108069508238,43.62637601845352,46.0933766159303,24.897871768732912,23.40412284612143
LP2masked,EURUSD,F,57050277.0,14.750326194208302,17.274318790372305,19.4214657362384,6.4765343256624845,1.007664766570997,13.671994815446197,33.15502669527935,-10.499851124028005,49.60462090073013
LP3masked,EURUSD,F,137062255.0,23.1470343382524,26.01020863261425,31.60607564788021,37.15081981411821,36.05696790685487,29.659714680675428,33.9646289455813,29.81524054915164,67.56024410239864
LP4masked,EURUSD,F,97526624.0,12.99643381699258,15.031774750095376,15.688023815925447,-9.930436063949983,-0.589519115940309,-5.208388079525292,8.690372833717609,9.433607753274666,-8.787144818188054
LP5masked,EURUSD,F,367502661.0,19.84990427453966,14.518252007486524,11.895151964632587,4.477551391232334,7.454308597001183,10.05530121501855,36.47513735786819,-11.538756389573976,11.662250210429974
