LP,TradeQuantityUSD,SpreadPnLPM,DecayPM1s,SpreadPnLPM_Pct25,SpreadPnLPM_Pct50,SpreadPnLPM_Pct75,SpreadPnLPM_Pct90,SpreadPnLPM_Pct100
LP1,15712913.0,46.96773920917814,41.049040365712145,24.03648970580365,32.00281624803946,55.138859566534116,82.90440165339513,84.05749532682094
LP2,16388236.5,21.690342106929673,28.807969344893348,4.992963553317289,14.13074709269136,26.359230282470016,41.610662967325844,68.04599909547875
LP3,28832556.5,16.587831319432713,15.934270237215054,5.4893422628019835,13.41639572994541,29.142467787084996,43.98270579099207,79.0003818351117
LP4,17441769.0,16.803090332443947,-4.195931919377394,0.0,14.699019604677797,28.264789136008638,39.919821890035806,68.04599909547875
LP5,40738539.5,21.999168130560676,-7.030600174578055,-5.023845841815124,16.008773108949377,37.76194980389505,49.954369863083656,98.4870447922762
LP6,40080686.5,19.87642859558062,14.927313095453192,4.6831607588900495,17.573148229464362,28.499501258914684,56.82371659560385,79.0003818351117
