LP,Symbol,ExecVenue,TradeQuantityUSD,-5s,-1s,0,5s,10s,30s,1m,3m,5m
LP1,EURUSD,Direct,66357105.0,103.45538733192114,97.20134716544932,94.26270178606943,57.86870901017068,39.25728827386557,47.16902583382186,50.03232133171198,22.90636398320663,19.36491955155371
LP2,EURUSD,Direct,43571645.0,23.639226841173087,21.803170387504448,24.901515653091554,5.393415832723232,-5.967183474452206,-1.3770423402278773,23.868733897921175,-38.90144611250511,1.2320811038080137e-11
LP3,EURUSD,Direct,120520800.5,23.033368418397053,25.54745726236478,32.83665544520244,33.96094270051054,32.4840192212459,22.344690616306664,27.729653189615323,24.98323930399691,76.12793776621758
LP4,EURUSD,Direct,72124454.5,9.40735017966542,15.286077484274164,16.82508392488649,-16.013985935964445,-4.700208859104535,-7.265219593454361,17.060787614010206,22.377985541638022,5.2340083903016055
LP5,EURUSD,Direct,339992548.5,15.559164526771944,11.623784160662037,9.651682116207136,6.957505423091625,10.264930850383413,14.262077276094137,45.71717841634665,-3.925086022856508,37.0287527051382
LP6,EURUSD,Direct,120618665.0,14.88161056994035,13.347851263312013,16.70554055624708,8.580761526432898,1.2850415812680787,2.0311947574783957,20.685024162715532,-8.373496755275443,20.892288933865853
