,NumRuns,TradeQuantityUSD,ArrivalMidPerfBPS,TWAPMidPerfBPS,RiskTransferPricePerfBPS
0,131,12527198071.964998,-0.28880939972625186,-0.1497127698314382,4.617547806718671
