NumberOfFills,NumberOfRejects,FillVolume,RejectVolume,AvgTradeSizeUSD,SpreadPaid,RejectCost,ToxicityOfFills,RejectToFill,EffectiveSpread,VolumeShare,RejectCostUSD
3957,383,3021.4582974999994,321.755406,763572.9839524892,27.386449045397864,39.75765183070885,3.3728955572622086,0.10649010322804234,31.620245492954616,100.0,12792.23940639637
