ArrivalTime,NumRuns,TradeQuantityUSD,ArrivalMidPerfBPS,TWAPMidPerfBPS,RiskTransferPricePerfBPS
08:00:00,18,2499962205,-1.558133151,0.300843312,4.383930906
08:30:00,6,325901212.4,1.590248486,0.079875674,5.031628312
09:00:00,6,590095993.1,-1.81676009,-0.032947775,4.335473811
09:30:00,7,636325836,4.45684325,-0.003914393,11.61186549
10:00:00,4,327137998.2,-3.604652445,-0.269391664,0.526773408
